freq (Hz),output noise; A / sqrt(Hz) a 1 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 20  (A / sqrt(Hz))
1.25893,4.08510E-9,1.80843E-9,1.01061E-9,586.639E-12,294.692E-12,168.443E-12,110.351E-12,82.5068E-12,68.5185E-12,60.6318E-12,55.5271E-12,51.8705E-12,49.0785E-12,46.8570E-12,45.0384E-12,43.5180E-12,42.2257E-12,41.1124E-12,40.1423E-12,39.2890E-12,6.22121E-9,3.40466E-9,2.20438E-9,1.30371E-9,668.890E-12,383.915E-12,249.866E-12,184.776E-12,151.823E-12,133.099E-12,120.855E-12,111.982E-12,105.129E-12,99.6180E-12,95.0629E-12,91.2219E-12,87.9324E-12,85.0798E-12,82.5801E-12,80.3702E-12,7.92353E-9,4.92977E-9,3.55228E-9,2.11177E-9,1.10322E-9,637.879E-12,415.595E-12,306.747E-12,251.310E-12,219.598E-12,198.711E-12,183.470E-12,171.623E-12,162.043E-12,154.085E-12,147.345E-12,141.550E-12,136.506E-12,132.073E-12,128.142E-12,9.37253E-9,6.37782E-9,5.01057E-9,2.97539E-9,1.57986E-9,920.777E-12,601.812E-12,444.534E-12,364.020E-12,317.692E-12,287.000E-12,264.491E-12,246.922E-12,232.660E-12,220.776E-12,210.680E-12,201.978E-12,194.387E-12,187.699E-12,181.758E-12,10.6501E-9,7.75565E-9,6.55063E-9,3.87269E-9,2.08720E-9,1.22623E-9,804.647E-12,595.482E-12,487.905E-12,425.674E-12,384.239E-12,353.729E-12,329.834E-12,310.386E-12,294.140E-12,280.311E-12,268.367E-12,257.931E-12,248.722E-12,240.530E-12
1.28825,4.03834E-9,1.78773E-9,999.059E-12,579.968E-12,291.392E-12,166.615E-12,109.212E-12,81.7077E-12,67.8966E-12,60.1141E-12,55.0796E-12,51.4747E-12,48.7231E-12,46.5343E-12,44.7430E-12,43.2456E-12,41.9729E-12,40.8766E-12,39.9216E-12,39.0814E-12,6.14999E-9,3.36569E-9,2.17918E-9,1.28885E-9,661.339E-12,379.662E-12,247.178E-12,182.860E-12,150.307E-12,131.817E-12,119.730E-12,110.975E-12,104.214E-12,98.7786E-12,94.2867E-12,90.4998E-12,87.2571E-12,84.4455E-12,81.9821E-12,79.8045E-12,7.83283E-9,4.87335E-9,3.51165E-9,2.08768E-9,1.09072E-9,630.753E-12,411.048E-12,303.476E-12,248.701E-12,217.377E-12,196.750E-12,181.703E-12,170.011E-12,160.557E-12,152.705E-12,146.056E-12,140.339E-12,135.365E-12,130.993E-12,127.118E-12,9.26525E-9,6.30482E-9,4.95325E-9,2.94143E-9,1.56192E-9,910.439E-12,595.165E-12,439.721E-12,360.159E-12,314.390E-12,284.075E-12,261.848E-12,244.500E-12,230.422E-12,218.692E-12,208.729E-12,200.142E-12,192.653E-12,186.055E-12,180.195E-12,10.5282E-9,7.66688E-9,6.47569E-9,3.82846E-9,2.06348E-9,1.21242E-9,795.706E-12,588.973E-12,482.661E-12,421.173E-12,380.242E-12,350.107E-12,326.511E-12,307.308E-12,291.269E-12,277.619E-12,265.830E-12,255.531E-12,246.444E-12,238.361E-12
1.31826,3.99211E-9,1.76728E-9,987.640E-12,573.374E-12,288.130E-12,164.810E-12,108.088E-12,80.9191E-12,67.2832E-12,59.6039E-12,54.6387E-12,51.0850E-12,48.3733E-12,46.2168E-12,44.4523E-12,42.9776E-12,41.7244E-12,40.6450E-12,39.7046E-12,38.8776E-12,6.07960E-9,3.32717E-9,2.15426E-9,1.27416E-9,653.875E-12,375.460E-12,244.523E-12,180.968E-12,148.810E-12,130.552E-12,118.621E-12,109.982E-12,103.312E-12,97.9513E-12,93.5220E-12,89.7885E-12,86.5921E-12,83.8210E-12,81.3935E-12,79.2478E-12,7.74317E-9,4.81757E-9,3.47148E-9,2.06386E-9,1.07837E-9,623.709E-12,406.555E-12,300.245E-12,246.125E-12,215.184E-12,194.815E-12,179.960E-12,168.420E-12,159.090E-12,151.344E-12,144.784E-12,139.146E-12,134.241E-12,129.930E-12,126.109E-12,9.15919E-9,6.23266E-9,4.89659E-9,2.90785E-9,1.54420E-9,900.222E-12,588.596E-12,434.966E-12,356.346E-12,311.129E-12,281.187E-12,259.238E-12,242.111E-12,228.214E-12,216.637E-12,206.805E-12,198.332E-12,190.943E-12,184.435E-12,178.655E-12,10.4077E-9,7.57913E-9,6.40161E-9,3.78475E-9,2.04003E-9,1.19877E-9,786.870E-12,582.541E-12,477.480E-12,416.728E-12,376.295E-12,346.532E-12,323.231E-12,304.271E-12,288.437E-12,274.962E-12,263.328E-12,253.163E-12,244.197E-12,236.222E-12
1.34896,3.94642E-9,1.74705E-9,976.353E-12,566.856E-12,284.907E-12,163.026E-12,106.978E-12,80.1410E-12,66.6784E-12,59.1011E-12,54.2044E-12,50.7012E-12,48.0290E-12,45.9045E-12,44.1665E-12,42.7141E-12,41.4801E-12,40.4173E-12,39.4915E-12,38.6773E-12,6.01001E-9,3.28909E-9,2.12962E-9,1.25964E-9,646.498E-12,371.308E-12,241.901E-12,179.099E-12,147.333E-12,129.304E-12,117.528E-12,109.003E-12,102.423E-12,97.1360E-12,92.7686E-12,89.0879E-12,85.9373E-12,83.2063E-12,80.8141E-12,78.7000E-12,7.65453E-9,4.76243E-9,3.43178E-9,2.04032E-9,1.06616E-9,616.749E-12,402.116E-12,297.054E-12,243.581E-12,213.018E-12,192.905E-12,178.241E-12,166.850E-12,157.644E-12,150.001E-12,143.531E-12,137.971E-12,133.133E-12,128.882E-12,125.115E-12,9.05435E-9,6.16132E-9,4.84058E-9,2.87466E-9,1.52668E-9,890.124E-12,582.106E-12,430.268E-12,352.580E-12,307.909E-12,278.336E-12,256.662E-12,239.753E-12,226.035E-12,214.609E-12,204.907E-12,196.547E-12,189.257E-12,182.838E-12,177.137E-12,10.2886E-9,7.49238E-9,6.32838E-9,3.74153E-9,2.01685E-9,1.18528E-9,778.138E-12,576.186E-12,472.363E-12,412.338E-12,372.397E-12,343.002E-12,319.993E-12,301.273E-12,285.642E-12,272.342E-12,260.859E-12,250.828E-12,241.981E-12,234.113E-12
1.38038,3.90124E-9,1.72706E-9,965.195E-12,560.413E-12,281.721E-12,161.264E-12,105.882E-12,79.3732E-12,66.0820E-12,58.6056E-12,53.7766E-12,50.3233E-12,47.6901E-12,45.5971E-12,43.8853E-12,42.4550E-12,41.2399E-12,40.1935E-12,39.2821E-12,38.4806E-12,5.94121E-9,3.25145E-9,2.10527E-9,1.24529E-9,639.207E-12,367.205E-12,239.310E-12,177.254E-12,145.875E-12,128.072E-12,116.449E-12,108.037E-12,101.547E-12,96.3326E-12,92.0264E-12,88.3979E-12,85.2925E-12,82.6010E-12,80.2439E-12,78.1609E-12,7.56692E-9,4.70792E-9,3.39253E-9,2.01705E-9,1.05409E-9,609.870E-12,397.731E-12,293.902E-12,241.069E-12,210.881E-12,191.021E-12,176.544E-12,165.302E-12,156.218E-12,148.678E-12,142.296E-12,136.812E-12,132.042E-12,127.850E-12,124.136E-12,8.95071E-9,6.09081E-9,4.78521E-9,2.84186E-9,1.50936E-9,880.144E-12,575.693E-12,425.628E-12,348.860E-12,304.730E-12,275.521E-12,254.120E-12,237.426E-12,223.886E-12,212.609E-12,203.035E-12,194.787E-12,187.595E-12,181.263E-12,175.641E-12,10.1708E-9,7.40663E-9,6.25598E-9,3.69882E-9,1.99394E-9,1.17195E-9,769.510E-12,569.907E-12,467.308E-12,408.003E-12,368.548E-12,339.517E-12,316.796E-12,298.314E-12,282.884E-12,269.756E-12,258.423E-12,248.525E-12,239.796E-12,232.033E-12
1.41254,3.85659E-9,1.70729E-9,954.165E-12,554.045E-12,278.572E-12,159.524E-12,104.800E-12,78.6157E-12,65.4940E-12,58.1172E-12,53.3552E-12,49.9513E-12,47.3566E-12,45.2948E-12,43.6088E-12,42.2003E-12,41.0039E-12,39.9737E-12,39.0764E-12,38.2873E-12,5.87320E-9,3.21424E-9,2.08120E-9,1.23110E-9,632.001E-12,363.151E-12,236.751E-12,175.433E-12,144.436E-12,126.858E-12,115.385E-12,107.085E-12,100.683E-12,95.5409E-12,91.2952E-12,87.7184E-12,84.6576E-12,82.0053E-12,79.6827E-12,77.6305E-12,7.48030E-9,4.65404E-9,3.35373E-9,1.99405E-9,1.04216E-9,603.072E-12,393.397E-12,290.789E-12,238.588E-12,208.771E-12,189.161E-12,174.870E-12,163.775E-12,154.812E-12,147.373E-12,141.078E-12,135.670E-12,130.966E-12,126.834E-12,123.172E-12,8.84825E-9,6.02109E-9,4.73048E-9,2.80942E-9,1.49224E-9,870.281E-12,569.355E-12,421.043E-12,345.187E-12,301.591E-12,272.743E-12,251.610E-12,235.130E-12,221.765E-12,210.635E-12,201.189E-12,193.051E-12,185.957E-12,179.711E-12,174.166E-12,10.0544E-9,7.32185E-9,6.18442E-9,3.65659E-9,1.97130E-9,1.15877E-9,760.983E-12,563.704E-12,462.314E-12,403.721E-12,364.748E-12,336.077E-12,313.641E-12,295.394E-12,280.162E-12,267.205E-12,256.021E-12,246.254E-12,237.641E-12,229.983E-12
1.44544,3.81244E-9,1.68775E-9,943.261E-12,547.749E-12,275.461E-12,157.804E-12,103.732E-12,77.8682E-12,64.9142E-12,57.6360E-12,52.9401E-12,49.5851E-12,47.0284E-12,44.9974E-12,43.3369E-12,41.9499E-12,40.7719E-12,39.7576E-12,38.8743E-12,38.0975E-12,5.80598E-9,3.17745E-9,2.05740E-9,1.21708E-9,624.878E-12,359.144E-12,234.224E-12,173.634E-12,143.016E-12,125.659E-12,114.336E-12,106.146E-12,99.8318E-12,94.7609E-12,90.5750E-12,87.0492E-12,84.0326E-12,81.4189E-12,79.1304E-12,77.1087E-12,7.39468E-9,4.60078E-9,3.31538E-9,1.97131E-9,1.03037E-9,596.353E-12,389.116E-12,287.713E-12,236.139E-12,206.689E-12,187.325E-12,173.219E-12,162.269E-12,153.425E-12,146.087E-12,139.878E-12,134.544E-12,129.906E-12,125.832E-12,122.223E-12,8.74697E-9,5.95218E-9,4.67637E-9,2.77737E-9,1.47532E-9,860.533E-12,563.093E-12,416.515E-12,341.559E-12,298.491E-12,270.000E-12,249.133E-12,232.864E-12,219.672E-12,208.689E-12,199.368E-12,191.340E-12,184.342E-12,178.182E-12,172.713E-12,9.93930E-9,7.23805E-9,6.11367E-9,3.61485E-9,1.94891E-9,1.14574E-9,752.557E-12,557.575E-12,457.381E-12,399.492E-12,360.995E-12,332.680E-12,310.527E-12,292.512E-12,277.476E-12,264.688E-12,253.651E-12,244.014E-12,235.516E-12,227.962E-12
1.47911,3.76880E-9,1.66844E-9,932.483E-12,541.527E-12,272.386E-12,156.105E-12,102.677E-12,77.1308E-12,64.3425E-12,57.1618E-12,52.5314E-12,49.2245E-12,46.7054E-12,44.7048E-12,43.0695E-12,41.7038E-12,40.5439E-12,39.5454E-12,38.6758E-12,37.9112E-12,5.73952E-9,3.14108E-9,2.03388E-9,1.20322E-9,617.838E-12,355.185E-12,231.727E-12,171.858E-12,141.614E-12,124.477E-12,113.301E-12,105.221E-12,98.9927E-12,93.9924E-12,89.8656E-12,86.3902E-12,83.4173E-12,80.8418E-12,78.5870E-12,76.5952E-12,7.31003E-9,4.54812E-9,3.27746E-9,1.94883E-9,1.01871E-9,589.714E-12,384.886E-12,284.676E-12,233.720E-12,204.633E-12,185.514E-12,171.589E-12,160.784E-12,152.058E-12,144.819E-12,138.695E-12,133.435E-12,128.862E-12,124.846E-12,121.288E-12,8.64684E-9,5.88406E-9,4.62288E-9,2.74568E-9,1.45860E-9,850.899E-12,556.906E-12,412.041E-12,337.975E-12,295.430E-12,267.292E-12,246.689E-12,230.628E-12,217.608E-12,206.770E-12,197.573E-12,189.652E-12,182.750E-12,176.674E-12,171.281E-12,9.82553E-9,7.15521E-9,6.04374E-9,3.57358E-9,1.92679E-9,1.13287E-9,744.231E-12,551.520E-12,452.509E-12,395.315E-12,357.290E-12,329.327E-12,307.453E-12,289.668E-12,274.827E-12,262.205E-12,251.314E-12,241.805E-12,233.421E-12,225.969E-12
1.51356,3.72566E-9,1.64935E-9,921.828E-12,535.376E-12,269.347E-12,154.427E-12,101.636E-12,76.4034E-12,63.7789E-12,56.6946E-12,52.1288E-12,48.8696E-12,46.3876E-12,44.4170E-12,42.8065E-12,41.4618E-12,40.3199E-12,39.3369E-12,38.4809E-12,37.7282E-12,5.67382E-9,3.10514E-9,2.01063E-9,1.18952E-9,610.880E-12,351.273E-12,229.260E-12,170.104E-12,140.231E-12,123.310E-12,112.280E-12,104.309E-12,98.1659E-12,93.2353E-12,89.1669E-12,85.7414E-12,82.8115E-12,80.2737E-12,78.0523E-12,76.0902E-12,7.22636E-9,4.49607E-9,3.23998E-9,1.92661E-9,1.00719E-9,583.153E-12,380.707E-12,281.677E-12,231.333E-12,202.604E-12,183.727E-12,169.982E-12,159.319E-12,150.710E-12,143.569E-12,137.529E-12,132.343E-12,127.834E-12,123.874E-12,120.367E-12,8.54787E-9,5.81671E-9,4.57001E-9,2.71435E-9,1.44207E-9,841.378E-12,550.793E-12,407.622E-12,334.437E-12,292.408E-12,264.619E-12,244.277E-12,228.422E-12,215.572E-12,204.876E-12,195.802E-12,187.989E-12,181.180E-12,175.188E-12,169.870E-12,9.71306E-9,7.07332E-9,5.97461E-9,3.53279E-9,1.90492E-9,1.12015E-9,736.003E-12,545.537E-12,447.697E-12,391.191E-12,353.631E-12,326.017E-12,304.419E-12,286.862E-12,272.212E-12,259.756E-12,249.008E-12,239.626E-12,231.355E-12,224.004E-12
1.54882,3.68302E-9,1.63047E-9,911.295E-12,529.296E-12,266.344E-12,152.769E-12,100.608E-12,75.6857E-12,63.2232E-12,56.2342E-12,51.7324E-12,48.5203E-12,46.0750E-12,44.1340E-12,42.5480E-12,41.2240E-12,40.0997E-12,39.1320E-12,38.2894E-12,37.5484E-12,5.60887E-9,3.06960E-9,1.98764E-9,1.17597E-9,604.003E-12,347.408E-12,226.824E-12,168.373E-12,138.865E-12,122.159E-12,111.274E-12,103.410E-12,97.3511E-12,92.4894E-12,88.4788E-12,85.1025E-12,82.2152E-12,79.7147E-12,77.5262E-12,75.5933E-12,7.14364E-9,4.44461E-9,3.20293E-9,1.90465E-9,995.809E-12,576.669E-12,376.579E-12,278.714E-12,228.975E-12,200.601E-12,181.963E-12,168.397E-12,157.874E-12,149.381E-12,142.337E-12,136.380E-12,131.266E-12,126.821E-12,122.917E-12,119.461E-12,8.45002E-9,5.75014E-9,4.51774E-9,2.68338E-9,1.42573E-9,831.968E-12,544.752E-12,403.256E-12,330.942E-12,289.425E-12,261.981E-12,241.896E-12,226.246E-12,213.563E-12,203.009E-12,194.056E-12,186.349E-12,179.633E-12,173.724E-12,168.479E-12,9.60188E-9,6.99236E-9,5.90627E-9,3.49247E-9,1.88330E-9,1.10757E-9,727.873E-12,539.627E-12,442.943E-12,387.118E-12,350.019E-12,322.749E-12,301.425E-12,284.093E-12,269.633E-12,257.340E-12,246.735E-12,237.478E-12,229.319E-12,222.067E-12
1.58489,3.64086E-9,1.61181E-9,900.883E-12,523.286E-12,263.376E-12,151.131E-12,99.5933E-12,74.9777E-12,62.6755E-12,55.7807E-12,51.3421E-12,48.1764E-12,45.7674E-12,43.8557E-12,42.2939E-12,40.9902E-12,39.8834E-12,38.9308E-12,38.1013E-12,37.3720E-12,5.54467E-9,3.03447E-9,1.96492E-9,1.16258E-9,597.206E-12,343.589E-12,224.418E-12,166.664E-12,137.518E-12,121.024E-12,110.282E-12,102.523E-12,96.5481E-12,91.7547E-12,87.8011E-12,84.4735E-12,81.6283E-12,79.1646E-12,77.0086E-12,75.1046E-12,7.06187E-9,4.39374E-9,3.16630E-9,1.88293E-9,984.555E-12,570.261E-12,372.500E-12,275.788E-12,226.648E-12,198.624E-12,180.223E-12,166.833E-12,156.449E-12,148.070E-12,141.123E-12,135.248E-12,130.205E-12,125.823E-12,121.975E-12,118.568E-12,8.35330E-9,5.68433E-9,4.46607E-9,2.65277E-9,1.40957E-9,822.668E-12,538.783E-12,398.944E-12,327.491E-12,286.479E-12,259.377E-12,239.547E-12,224.098E-12,211.581E-12,201.168E-12,192.335E-12,184.732E-12,178.108E-12,172.280E-12,167.109E-12,9.49197E-9,6.91233E-9,5.83871E-9,3.45261E-9,1.86193E-9,1.09514E-9,719.839E-12,533.788E-12,438.248E-12,383.096E-12,346.453E-12,319.523E-12,298.469E-12,281.360E-12,267.088E-12,254.957E-12,244.492E-12,235.359E-12,227.310E-12,220.158E-12
1.62181,3.59918E-9,1.59337E-9,890.590E-12,517.346E-12,260.443E-12,149.514E-12,98.5915E-12,74.2793E-12,62.1356E-12,55.3339E-12,50.9577E-12,47.8380E-12,45.4648E-12,43.5819E-12,42.0440E-12,40.7605E-12,39.6709E-12,38.7331E-12,37.9166E-12,37.1987E-12,5.48120E-9,2.99974E-9,1.94245E-9,1.14935E-9,590.488E-12,339.815E-12,222.042E-12,164.977E-12,136.189E-12,119.905E-12,109.303E-12,101.650E-12,95.7570E-12,91.0309E-12,87.1338E-12,83.8543E-12,81.0507E-12,78.6234E-12,76.4993E-12,74.6239E-12,6.98103E-9,4.34345E-9,3.13009E-9,1.86147E-9,973.432E-12,563.929E-12,368.471E-12,272.899E-12,224.350E-12,196.674E-12,178.506E-12,165.290E-12,155.044E-12,146.778E-12,139.926E-12,134.133E-12,129.160E-12,124.840E-12,121.047E-12,117.689E-12,8.25768E-9,5.61927E-9,4.41499E-9,2.62251E-9,1.39361E-9,813.478E-12,532.886E-12,394.684E-12,324.082E-12,283.571E-12,256.807E-12,237.228E-12,221.980E-12,209.627E-12,199.352E-12,190.638E-12,183.138E-12,176.605E-12,170.858E-12,165.760E-12,9.38331E-9,6.83322E-9,5.77193E-9,3.41321E-9,1.84081E-9,1.08286E-9,711.900E-12,528.020E-12,433.611E-12,379.124E-12,342.932E-12,316.339E-12,295.553E-12,278.664E-12,264.578E-12,252.606E-12,242.281E-12,233.271E-12,225.331E-12,218.276E-12
1.65959,3.55798E-9,1.57513E-9,880.416E-12,511.474E-12,257.544E-12,147.916E-12,97.6025E-12,73.5904E-12,61.6033E-12,54.8937E-12,50.5793E-12,47.5050E-12,45.1671E-12,43.3127E-12,41.7984E-12,40.5347E-12,39.4621E-12,38.5389E-12,37.7353E-12,37.0286E-12,5.41846E-9,2.96541E-9,1.92025E-9,1.13626E-9,583.849E-12,336.086E-12,219.694E-12,163.311E-12,134.877E-12,118.800E-12,108.338E-12,100.789E-12,94.9775E-12,90.3180E-12,86.4767E-12,83.2447E-12,80.4822E-12,78.0908E-12,75.9984E-12,74.1512E-12,6.90112E-9,4.29374E-9,3.09430E-9,1.84026E-9,962.437E-12,557.672E-12,364.490E-12,270.045E-12,222.082E-12,194.748E-12,176.812E-12,163.768E-12,153.659E-12,145.504E-12,138.746E-12,133.033E-12,128.131E-12,123.872E-12,120.133E-12,116.824E-12,8.16316E-9,5.55496E-9,4.36449E-9,2.59260E-9,1.37783E-9,804.395E-12,527.059E-12,390.477E-12,320.717E-12,280.699E-12,254.270E-12,234.941E-12,219.890E-12,207.699E-12,197.561E-12,188.965E-12,181.567E-12,175.124E-12,169.457E-12,164.430E-12,9.27591E-9,6.75501E-9,5.70591E-9,3.37426E-9,1.81993E-9,1.07072E-9,704.056E-12,522.322E-12,429.031E-12,375.202E-12,339.456E-12,313.197E-12,292.675E-12,276.003E-12,262.102E-12,250.288E-12,240.100E-12,231.211E-12,223.379E-12,216.421E-12
