freq (Hz),output noise; A / sqrt(Hz) b 8 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 4  (A / sqrt(Hz))
97.7237E6,26.4455E-12,32.8985E-12,42.3922E-12,55.9764E-12,74.4828E-12,25.5874E-12,31.3636E-12,39.8724E-12,52.2716E-12,69.6034E-12,25.2088E-12,30.9178E-12,39.3141E-12,51.5574E-12,68.7655E-12,24.9287E-12,30.6179E-12,38.9812E-12,51.1839E-12,68.3487E-12,24.7073E-12,30.3844E-12,38.7284E-12,50.9037E-12,68.0390E-12,24.5279E-12,30.1953E-12,38.5249E-12,50.6798E-12,67.7877E-12,24.3797E-12,30.0389E-12,38.3568E-12,50.4829E-12,67.5774E-12,24.2554E-12,29.9075E-12,38.2154E-12,50.3247E-12,67.3983E-12,24.1498E-12,29.7955E-12,38.0950E-12,50.1893E-12,67.2439E-12
100.000E6,26.4407E-12,32.8856E-12,42.3641E-12,55.9188E-12,74.3617E-12,25.5830E-12,31.3524E-12,39.8486E-12,52.2238E-12,69.5055E-12,25.2044E-12,30.9067E-12,39.2907E-12,51.5109E-12,68.6709E-12,24.9243E-12,30.6067E-12,38.9578E-12,51.1376E-12,68.2554E-12,24.7029E-12,30.3731E-12,38.7050E-12,50.8576E-12,67.9464E-12,24.5234E-12,30.1840E-12,38.5014E-12,50.6338E-12,67.6954E-12,24.3752E-12,30.0276E-12,38.3333E-12,50.4369E-12,67.4853E-12,24.2509E-12,29.8962E-12,38.1918E-12,50.2786E-12,67.3064E-12,24.1453E-12,29.7841E-12,38.0713E-12,50.1432E-12,67.1520E-12
102.329E6,26.4356E-12,32.8722E-12,42.3350E-12,55.8592E-12,74.2367E-12,25.5784E-12,31.3408E-12,39.8238E-12,52.1744E-12,69.4045E-12,25.1998E-12,30.8951E-12,39.2663E-12,51.4627E-12,68.5733E-12,24.9197E-12,30.5951E-12,38.9335E-12,51.0898E-12,68.1591E-12,24.6983E-12,30.3615E-12,38.6806E-12,50.8098E-12,67.8507E-12,24.5188E-12,30.1723E-12,38.4770E-12,50.5860E-12,67.6002E-12,24.3705E-12,30.0159E-12,38.3089E-12,50.3892E-12,67.3903E-12,24.2462E-12,29.8844E-12,38.1673E-12,50.2309E-12,67.2114E-12,24.1406E-12,29.7723E-12,38.0468E-12,50.0954E-12,67.0571E-12
104.713E6,26.4303E-12,32.8582E-12,42.3047E-12,55.7974E-12,74.1080E-12,25.5737E-12,31.3287E-12,39.7982E-12,52.1232E-12,69.3003E-12,25.1951E-12,30.8831E-12,39.2410E-12,51.4128E-12,68.4726E-12,24.9149E-12,30.5831E-12,38.9082E-12,51.0402E-12,68.0597E-12,24.6935E-12,30.3494E-12,38.6554E-12,50.7604E-12,67.7520E-12,24.5139E-12,30.1602E-12,38.4517E-12,50.5367E-12,67.5019E-12,24.3657E-12,30.0037E-12,38.2835E-12,50.3398E-12,67.2922E-12,24.2413E-12,29.8721E-12,38.1419E-12,50.1815E-12,67.1135E-12,24.1357E-12,29.7600E-12,38.0214E-12,50.0460E-12,66.9592E-12
107.152E6,26.4248E-12,32.8437E-12,42.2733E-12,55.7336E-12,73.9753E-12,25.5687E-12,31.3161E-12,39.7716E-12,52.0703E-12,69.1929E-12,25.1901E-12,30.8706E-12,39.2149E-12,51.3611E-12,68.3688E-12,24.9099E-12,30.5706E-12,38.8821E-12,50.9889E-12,67.9572E-12,24.6884E-12,30.3368E-12,38.6292E-12,50.7092E-12,67.6503E-12,24.5089E-12,30.1476E-12,38.4255E-12,50.4855E-12,67.4005E-12,24.3606E-12,29.9910E-12,38.2572E-12,50.2887E-12,67.1910E-12,24.2362E-12,29.8594E-12,38.1156E-12,50.1304E-12,67.0124E-12,24.1306E-12,29.7473E-12,37.9950E-12,49.9949E-12,66.8583E-12
109.648E6,26.4191E-12,32.8287E-12,42.2408E-12,55.6676E-12,73.8387E-12,25.5636E-12,31.3030E-12,39.7440E-12,52.0156E-12,69.0822E-12,25.1850E-12,30.8577E-12,39.1877E-12,51.3077E-12,68.2619E-12,24.9048E-12,30.5575E-12,38.8550E-12,50.9359E-12,67.8517E-12,24.6832E-12,30.3238E-12,38.6021E-12,50.6563E-12,67.5454E-12,24.5036E-12,30.1345E-12,38.3983E-12,50.4327E-12,67.2960E-12,24.3553E-12,29.9778E-12,38.2300E-12,50.2358E-12,67.0868E-12,24.2309E-12,29.8462E-12,38.0883E-12,50.0775E-12,66.9083E-12,24.1252E-12,29.7340E-12,37.9676E-12,49.9420E-12,66.7542E-12
112.202E6,26.4132E-12,32.8131E-12,42.2071E-12,55.5994E-12,73.6982E-12,25.5582E-12,31.2895E-12,39.7155E-12,51.9590E-12,68.9683E-12,25.1796E-12,30.8442E-12,39.1596E-12,51.2525E-12,68.1518E-12,24.8994E-12,30.5440E-12,38.8269E-12,50.8810E-12,67.7429E-12,24.6778E-12,30.3102E-12,38.5739E-12,50.6016E-12,67.4374E-12,24.4982E-12,30.1208E-12,38.3701E-12,50.3780E-12,67.1884E-12,24.3498E-12,29.9641E-12,38.2018E-12,50.1812E-12,66.9794E-12,24.2254E-12,29.8325E-12,38.0600E-12,50.0229E-12,66.8011E-12,24.1197E-12,29.7203E-12,37.9393E-12,49.8873E-12,66.6470E-12
114.815E6,26.4070E-12,32.7969E-12,42.1723E-12,55.5290E-12,73.5537E-12,25.5527E-12,31.2754E-12,39.6859E-12,51.9006E-12,68.8511E-12,25.1741E-12,30.8303E-12,39.1304E-12,51.1955E-12,68.0385E-12,24.8938E-12,30.5300E-12,38.7978E-12,50.8244E-12,67.6310E-12,24.6722E-12,30.2961E-12,38.5448E-12,50.5451E-12,67.3262E-12,24.4925E-12,30.1067E-12,38.3409E-12,50.3216E-12,67.0776E-12,24.3441E-12,29.9500E-12,38.1725E-12,50.1248E-12,66.8689E-12,24.2197E-12,29.8183E-12,38.0307E-12,49.9664E-12,66.6906E-12,24.1139E-12,29.7060E-12,37.9099E-12,49.8308E-12,66.5366E-12
117.490E6,26.4006E-12,32.7801E-12,42.1362E-12,55.4564E-12,73.4053E-12,25.5469E-12,31.2608E-12,39.6553E-12,51.8403E-12,68.7306E-12,25.1683E-12,30.8158E-12,39.1003E-12,51.1367E-12,67.9219E-12,24.8879E-12,30.5155E-12,38.7677E-12,50.7659E-12,67.5160E-12,24.6663E-12,30.2815E-12,38.5147E-12,50.4868E-12,67.2118E-12,24.4866E-12,30.0920E-12,38.3107E-12,50.2633E-12,66.9637E-12,24.3382E-12,29.9352E-12,38.1422E-12,50.0665E-12,66.7552E-12,24.2137E-12,29.8035E-12,38.0003E-12,49.9081E-12,66.5771E-12,24.1079E-12,29.6912E-12,37.8795E-12,49.7724E-12,66.4231E-12
120.226E6,26.3939E-12,32.7626E-12,42.0988E-12,55.3814E-12,73.2529E-12,25.5409E-12,31.2457E-12,39.6236E-12,51.7781E-12,68.6068E-12,25.1623E-12,30.8007E-12,39.0691E-12,51.0759E-12,67.8022E-12,24.8819E-12,30.5004E-12,38.7365E-12,50.7056E-12,67.3977E-12,24.6602E-12,30.2664E-12,38.4834E-12,50.4266E-12,67.0943E-12,24.4805E-12,30.0768E-12,38.2794E-12,50.2031E-12,66.8466E-12,24.3320E-12,29.9200E-12,38.1109E-12,50.0063E-12,66.6383E-12,24.2075E-12,29.7882E-12,37.9689E-12,49.8479E-12,66.4603E-12,24.1017E-12,29.6758E-12,37.8480E-12,49.7122E-12,66.3064E-12
123.027E6,26.3870E-12,32.7446E-12,42.0602E-12,55.3042E-12,73.0965E-12,25.5346E-12,31.2300E-12,39.5908E-12,51.7139E-12,68.4797E-12,25.1560E-12,30.7852E-12,39.0368E-12,51.0133E-12,67.6792E-12,24.8756E-12,30.4848E-12,38.7043E-12,50.6433E-12,67.2762E-12,24.6539E-12,30.2507E-12,38.4512E-12,50.3645E-12,66.9736E-12,24.4741E-12,30.0611E-12,38.2471E-12,50.1410E-12,66.7263E-12,24.3256E-12,29.9042E-12,38.0785E-12,49.9443E-12,66.5182E-12,24.2011E-12,29.7723E-12,37.9365E-12,49.7858E-12,66.3403E-12,24.0953E-12,29.6599E-12,37.8155E-12,49.6501E-12,66.1864E-12
125.893E6,26.3798E-12,32.7259E-12,42.0203E-12,55.2246E-12,72.9362E-12,25.5281E-12,31.2137E-12,39.5569E-12,51.6478E-12,68.3493E-12,25.1495E-12,30.7690E-12,39.0034E-12,50.9487E-12,67.5530E-12,24.8691E-12,30.4686E-12,38.6710E-12,50.5792E-12,67.1515E-12,24.6473E-12,30.2344E-12,38.4178E-12,50.3005E-12,66.8496E-12,24.4675E-12,30.0447E-12,38.2137E-12,50.0771E-12,66.6027E-12,24.3190E-12,29.8878E-12,38.0450E-12,49.8803E-12,66.3949E-12,24.1944E-12,29.7558E-12,37.9029E-12,49.7218E-12,66.2171E-12,24.0885E-12,29.6434E-12,37.7819E-12,49.5860E-12,66.0633E-12
128.825E6,26.3723E-12,32.7065E-12,41.9791E-12,55.1427E-12,72.7719E-12,25.5214E-12,31.1969E-12,39.5220E-12,51.5797E-12,68.2156E-12,25.1428E-12,30.7523E-12,38.9690E-12,50.8822E-12,67.4235E-12,24.8623E-12,30.4518E-12,38.6365E-12,50.5131E-12,67.0236E-12,24.6405E-12,30.2176E-12,38.3833E-12,50.2345E-12,66.7225E-12,24.4606E-12,30.0278E-12,38.1791E-12,50.0112E-12,66.4761E-12,24.3120E-12,29.8708E-12,38.0104E-12,49.8144E-12,66.2685E-12,24.1875E-12,29.7388E-12,37.8682E-12,49.6559E-12,66.0908E-12,24.0816E-12,29.6263E-12,37.7471E-12,49.5200E-12,65.9370E-12
131.826E6,26.3646E-12,32.6864E-12,41.9366E-12,55.0584E-12,72.6038E-12,25.5144E-12,31.1794E-12,39.4858E-12,51.5096E-12,68.0786E-12,25.1358E-12,30.7350E-12,38.9334E-12,50.8138E-12,67.2909E-12,24.8552E-12,30.4345E-12,38.6010E-12,50.4451E-12,66.8925E-12,24.6334E-12,30.2002E-12,38.3477E-12,50.1666E-12,66.5922E-12,24.4535E-12,30.0103E-12,38.1435E-12,49.9433E-12,66.3462E-12,24.3049E-12,29.8532E-12,37.9746E-12,49.7466E-12,66.1388E-12,24.1803E-12,29.7212E-12,37.8324E-12,49.5880E-12,65.9613E-12,24.0743E-12,29.6086E-12,37.7112E-12,49.4521E-12,65.8075E-12
134.896E6,26.3565E-12,32.6657E-12,41.8927E-12,54.9717E-12,72.4318E-12,25.5072E-12,31.1614E-12,39.4486E-12,51.4375E-12,67.9384E-12,25.1285E-12,30.7171E-12,38.8966E-12,50.7434E-12,67.1551E-12,24.8479E-12,30.4165E-12,38.5643E-12,50.3751E-12,66.7583E-12,24.6260E-12,30.1821E-12,38.3110E-12,50.0968E-12,66.4588E-12,24.4461E-12,29.9922E-12,38.1066E-12,49.8735E-12,66.2132E-12,24.2974E-12,29.8350E-12,37.9377E-12,49.6768E-12,66.0060E-12,24.1728E-12,29.7029E-12,37.7954E-12,49.5181E-12,65.8286E-12,24.0668E-12,29.5903E-12,37.6741E-12,49.3821E-12,65.6748E-12
138.038E6,26.3482E-12,32.6442E-12,41.8474E-12,54.8827E-12,72.2561E-12,25.4996E-12,31.1428E-12,39.4101E-12,51.3634E-12,67.7949E-12,25.1210E-12,30.6986E-12,38.8588E-12,50.6710E-12,67.0162E-12,24.8404E-12,30.3979E-12,38.5265E-12,50.3031E-12,66.6210E-12,24.6184E-12,30.1635E-12,38.2731E-12,50.0250E-12,66.3223E-12,24.4384E-12,29.9735E-12,38.0687E-12,49.8017E-12,66.0770E-12,24.2897E-12,29.8162E-12,37.8996E-12,49.6050E-12,65.8701E-12,24.1650E-12,29.6840E-12,37.7572E-12,49.4463E-12,65.6928E-12,24.0590E-12,29.5713E-12,37.6359E-12,49.3102E-12,65.5390E-12
141.254E6,26.3395E-12,32.6220E-12,41.8008E-12,54.7913E-12,72.0766E-12,25.4918E-12,31.1235E-12,39.3705E-12,51.2873E-12,67.6483E-12,25.1132E-12,30.6794E-12,38.8197E-12,50.5966E-12,66.8741E-12,24.8325E-12,30.3787E-12,38.4875E-12,50.2292E-12,66.4806E-12,24.6105E-12,30.1442E-12,38.2340E-12,49.9512E-12,66.1826E-12,24.4304E-12,29.9541E-12,38.0295E-12,49.7279E-12,65.9378E-12,24.2817E-12,29.7967E-12,37.8604E-12,49.5312E-12,65.7311E-12,24.1570E-12,29.6645E-12,37.7179E-12,49.3725E-12,65.5538E-12,24.0510E-12,29.5517E-12,37.5965E-12,49.2364E-12,65.4001E-12
144.544E6,26.3305E-12,32.5991E-12,41.7527E-12,54.6975E-12,71.8934E-12,25.4838E-12,31.1036E-12,39.3297E-12,51.2092E-12,67.4987E-12,25.1051E-12,30.6596E-12,38.7795E-12,50.5202E-12,66.7291E-12,24.8244E-12,30.3589E-12,38.4473E-12,50.1533E-12,66.3371E-12,24.6023E-12,30.1242E-12,38.1938E-12,49.8754E-12,66.0400E-12,24.4222E-12,29.9341E-12,37.9892E-12,49.6522E-12,65.7956E-12,24.2734E-12,29.7766E-12,37.8200E-12,49.4554E-12,65.5891E-12,24.1486E-12,29.6443E-12,37.6774E-12,49.2967E-12,65.4119E-12,24.0426E-12,29.5315E-12,37.5559E-12,49.1605E-12,65.2581E-12
147.911E6,26.3213E-12,32.5755E-12,41.7033E-12,54.6013E-12,71.7067E-12,25.4754E-12,31.0830E-12,39.2877E-12,51.1290E-12,67.3459E-12,25.0968E-12,30.6392E-12,38.7381E-12,50.4419E-12,66.5810E-12,24.8159E-12,30.3384E-12,38.4059E-12,50.0754E-12,66.1907E-12,24.5938E-12,30.1037E-12,38.1523E-12,49.7977E-12,65.8943E-12,24.4136E-12,29.9134E-12,37.9476E-12,49.5744E-12,65.6504E-12,24.2648E-12,29.7559E-12,37.7783E-12,49.3777E-12,65.4441E-12,24.1400E-12,29.6235E-12,37.6357E-12,49.2189E-12,65.2670E-12,24.0339E-12,29.5106E-12,37.5141E-12,49.0826E-12,65.1132E-12
151.356E6,26.3117E-12,32.5510E-12,41.6524E-12,54.5027E-12,71.5166E-12,25.4667E-12,31.0618E-12,39.2444E-12,51.0469E-12,67.1902E-12,25.0881E-12,30.6181E-12,38.6955E-12,50.3616E-12,66.4301E-12,24.8072E-12,30.3173E-12,38.3633E-12,49.9956E-12,66.0414E-12,24.5850E-12,30.0824E-12,38.1097E-12,49.7180E-12,65.7458E-12,24.4048E-12,29.8920E-12,37.9049E-12,49.4948E-12,65.5022E-12,24.2559E-12,29.7344E-12,37.7355E-12,49.2980E-12,65.2961E-12,24.1311E-12,29.6020E-12,37.5927E-12,49.1391E-12,65.1191E-12,24.0250E-12,29.4890E-12,37.4710E-12,49.0028E-12,64.9653E-12
154.882E6,26.3017E-12,32.5259E-12,41.6002E-12,54.4019E-12,71.3231E-12,25.4578E-12,31.0399E-12,39.2000E-12,50.9628E-12,67.0317E-12,25.0791E-12,30.5964E-12,38.6517E-12,50.2794E-12,66.2763E-12,24.7982E-12,30.2954E-12,38.3195E-12,49.9138E-12,65.8892E-12,24.5759E-12,30.0605E-12,38.0658E-12,49.6363E-12,65.5944E-12,24.3956E-12,29.8700E-12,37.8609E-12,49.4131E-12,65.3513E-12,24.2467E-12,29.7123E-12,37.6914E-12,49.2164E-12,65.1453E-12,24.1218E-12,29.5798E-12,37.5486E-12,49.0574E-12,64.9684E-12,24.0157E-12,29.4668E-12,37.4268E-12,48.9210E-12,64.8145E-12
158.489E6,26.2914E-12,32.4999E-12,41.5465E-12,54.2987E-12,71.1264E-12,25.4485E-12,31.0173E-12,39.1543E-12,50.8767E-12,66.8703E-12,25.0699E-12,30.5740E-12,38.6066E-12,50.1952E-12,66.1197E-12,24.7888E-12,30.2730E-12,38.2746E-12,49.8301E-12,65.7343E-12,24.5665E-12,30.0379E-12,38.0208E-12,49.5527E-12,65.4403E-12,24.3862E-12,29.8473E-12,37.8158E-12,49.3295E-12,65.1975E-12,24.2372E-12,29.6896E-12,37.6462E-12,49.1328E-12,64.9918E-12,24.1123E-12,29.5569E-12,37.5032E-12,48.9737E-12,64.8148E-12,24.0061E-12,29.4438E-12,37.3813E-12,48.8372E-12,64.6610E-12
162.181E6,26.2808E-12,32.4732E-12,41.4914E-12,54.1933E-12,70.9265E-12,25.4389E-12,30.9941E-12,39.1075E-12,50.7886E-12,66.7063E-12,25.0603E-12,30.5509E-12,38.5604E-12,50.1091E-12,65.9605E-12,24.7792E-12,30.2498E-12,38.2284E-12,49.7444E-12,65.5768E-12,24.5568E-12,30.0146E-12,37.9745E-12,49.4672E-12,65.2835E-12,24.3764E-12,29.8240E-12,37.7694E-12,49.2440E-12,65.0411E-12,24.2274E-12,29.6661E-12,37.5997E-12,49.0473E-12,64.8355E-12,24.1024E-12,29.5334E-12,37.4566E-12,48.8881E-12,64.6587E-12,23.9961E-12,29.4202E-12,37.3346E-12,48.7515E-12,64.5048E-12
165.959E6,26.2698E-12,32.4457E-12,41.4349E-12,54.0856E-12,70.7238E-12,25.4290E-12,30.9701E-12,39.0594E-12,50.6987E-12,66.5397E-12,25.0503E-12,30.5271E-12,38.5130E-12,50.0212E-12,65.7988E-12,24.7692E-12,30.2259E-12,38.1810E-12,49.6569E-12,65.4167E-12,24.5467E-12,29.9907E-12,37.9270E-12,49.3799E-12,65.1242E-12,24.3663E-12,29.7999E-12,37.7218E-12,49.1567E-12,64.8822E-12,24.2172E-12,29.6419E-12,37.5520E-12,48.9599E-12,64.6767E-12,24.0922E-12,29.5091E-12,37.4088E-12,48.8007E-12,64.4999E-12,23.9859E-12,29.3958E-12,37.2867E-12,48.6639E-12,64.3459E-12
169.824E6,26.2584E-12,32.4174E-12,41.3769E-12,53.9758E-12,70.5182E-12,25.4188E-12,30.9455E-12,39.0101E-12,50.6069E-12,66.3706E-12,25.0401E-12,30.5027E-12,38.4644E-12,49.9314E-12,65.6346E-12,24.7589E-12,30.2014E-12,38.1324E-12,49.5676E-12,65.2542E-12,24.5363E-12,29.9660E-12,37.8784E-12,49.2906E-12,64.9624E-12,24.3558E-12,29.7751E-12,37.6730E-12,49.0674E-12,64.7207E-12,24.2067E-12,29.6170E-12,37.5031E-12,48.8706E-12,64.5155E-12,24.0816E-12,29.4841E-12,37.3597E-12,48.7113E-12,64.3386E-12,23.9753E-12,29.3708E-12,37.2375E-12,48.5745E-12,64.1846E-12
173.780E6,26.2467E-12,32.3883E-12,41.3176E-12,53.8638E-12,70.3100E-12,25.4082E-12,30.9202E-12,38.9596E-12,50.5133E-12,66.1992E-12,25.0295E-12,30.4775E-12,38.4146E-12,49.8398E-12,65.4681E-12,24.7482E-12,30.1762E-12,38.0826E-12,49.4764E-12,65.0893E-12,24.5256E-12,29.9407E-12,37.8285E-12,49.1996E-12,64.7983E-12,24.3450E-12,29.7497E-12,37.6230E-12,48.9764E-12,64.5570E-12,24.1958E-12,29.5915E-12,37.4529E-12,48.7795E-12,64.3518E-12,24.0707E-12,29.4585E-12,37.3095E-12,48.6201E-12,64.1750E-12,23.9643E-12,29.3450E-12,37.1872E-12,48.4832E-12,64.0209E-12
177.828E6,26.2347E-12,32.3584E-12,41.2569E-12,53.7498E-12,70.0994E-12,25.3973E-12,30.8942E-12,38.9079E-12,50.4179E-12,66.0256E-12,25.0186E-12,30.4517E-12,38.3636E-12,49.7464E-12,65.2995E-12,24.7373E-12,30.1502E-12,38.0317E-12,49.3835E-12,64.9223E-12,24.5146E-12,29.9146E-12,37.7774E-12,49.1068E-12,64.6320E-12,24.3339E-12,29.7235E-12,37.5718E-12,48.8835E-12,64.3910E-12,24.1847E-12,29.5652E-12,37.4016E-12,48.6866E-12,64.1860E-12,24.0595E-12,29.4321E-12,37.2581E-12,48.5272E-12,64.0091E-12,23.9530E-12,29.3186E-12,37.1356E-12,48.3901E-12,63.8549E-12
181.970E6,26.2222E-12,32.3277E-12,41.1948E-12,53.6337E-12,69.8865E-12,25.3861E-12,30.8675E-12,38.8551E-12,50.3208E-12,65.8500E-12,25.0074E-12,30.4252E-12,38.3115E-12,49.6514E-12,65.1288E-12,24.7259E-12,30.1236E-12,37.9795E-12,49.2889E-12,64.7532E-12,24.5032E-12,29.8879E-12,37.7252E-12,49.0123E-12,64.4636E-12,24.3224E-12,29.6966E-12,37.5195E-12,48.7890E-12,64.2229E-12,24.1731E-12,29.5382E-12,37.3491E-12,48.5921E-12,64.0180E-12,24.0479E-12,29.4050E-12,37.2054E-12,48.4325E-12,63.8411E-12,23.9414E-12,29.2914E-12,37.0829E-12,48.2953E-12,63.6868E-12
186.209E6,26.2094E-12,32.2962E-12,41.1314E-12,53.5158E-12,69.6715E-12,25.3745E-12,30.8401E-12,38.8011E-12,50.2220E-12,65.6726E-12,24.9958E-12,30.3979E-12,38.2582E-12,49.5547E-12,64.9563E-12,24.7143E-12,30.0963E-12,37.9263E-12,49.1927E-12,64.5822E-12,24.4914E-12,29.8604E-12,37.6718E-12,48.9161E-12,64.2934E-12,24.3106E-12,29.6690E-12,37.4659E-12,48.6928E-12,64.0530E-12,24.1612E-12,29.5105E-12,37.2954E-12,48.4958E-12,63.8481E-12,24.0359E-12,29.3772E-12,37.1516E-12,48.3361E-12,63.6712E-12,23.9294E-12,29.2635E-12,37.0290E-12,48.1988E-12,63.5168E-12
190.546E6,26.1962E-12,32.2639E-12,41.0667E-12,53.3960E-12,69.4547E-12,25.3626E-12,30.8120E-12,38.7459E-12,50.1216E-12,65.4934E-12,24.9839E-12,30.3700E-12,38.2038E-12,49.4564E-12,64.7820E-12,24.7023E-12,30.0683E-12,37.8719E-12,49.0948E-12,64.4095E-12,24.4793E-12,29.8323E-12,37.6173E-12,48.8184E-12,64.1213E-12,24.2984E-12,29.6407E-12,37.4113E-12,48.5950E-12,63.8812E-12,24.1490E-12,29.4821E-12,37.2406E-12,48.3979E-12,63.6764E-12,24.0236E-12,29.3487E-12,37.0967E-12,48.2381E-12,63.4994E-12,23.9170E-12,29.2349E-12,36.9739E-12,48.1007E-12,63.3449E-12
194.984E6,26.1826E-12,32.2309E-12,41.0007E-12,53.2745E-12,69.2362E-12,25.3503E-12,30.7833E-12,38.6897E-12,50.0197E-12,65.3126E-12,24.9716E-12,30.3415E-12,38.1483E-12,49.3566E-12,64.6062E-12,24.6899E-12,30.0396E-12,37.8164E-12,48.9954E-12,64.2352E-12,24.4669E-12,29.8034E-12,37.5617E-12,48.7191E-12,63.9477E-12,24.2859E-12,29.6118E-12,37.3555E-12,48.4956E-12,63.7078E-12,24.1364E-12,29.4530E-12,37.1847E-12,48.2985E-12,63.5031E-12,24.0110E-12,29.3195E-12,37.0406E-12,48.1385E-12,63.3260E-12,23.9043E-12,29.2056E-12,36.9177E-12,48.0010E-12,63.1713E-12
199.526E6,26.1686E-12,32.1970E-12,40.9335E-12,53.1513E-12,69.0163E-12,25.3377E-12,30.7538E-12,38.6323E-12,49.9163E-12,65.1305E-12,24.9590E-12,30.3122E-12,38.0917E-12,49.2553E-12,64.4289E-12,24.6772E-12,30.0102E-12,37.7598E-12,48.8946E-12,64.0595E-12,24.4541E-12,29.7739E-12,37.5050E-12,48.6183E-12,63.7726E-12,24.2730E-12,29.5821E-12,37.2986E-12,48.3948E-12,63.5329E-12,24.1234E-12,29.4232E-12,37.1277E-12,48.1976E-12,63.3283E-12,23.9979E-12,29.2896E-12,36.9834E-12,48.0375E-12,63.1511E-12,23.8912E-12,29.1756E-12,36.8604E-12,47.8998E-12,62.9962E-12
204.174E6,26.1542E-12,32.1624E-12,40.8650E-12,53.0265E-12,68.7951E-12,25.3248E-12,30.7237E-12,38.5740E-12,49.8116E-12,64.9472E-12,24.9460E-12,30.2822E-12,38.0340E-12,49.1527E-12,64.2505E-12,24.6641E-12,29.9802E-12,37.7021E-12,48.7924E-12,63.8826E-12,24.4409E-12,29.7437E-12,37.4472E-12,48.5162E-12,63.5962E-12,24.2598E-12,29.5518E-12,37.2407E-12,48.2926E-12,63.3568E-12,24.1101E-12,29.3927E-12,37.0696E-12,48.0953E-12,63.1521E-12,23.9846E-12,29.2590E-12,36.9252E-12,47.9351E-12,62.9748E-12,23.8778E-12,29.1449E-12,36.8020E-12,47.7972E-12,62.8197E-12
